"search-number","evaluation","evals-requested-so-far","power-plants*","initial-population*","birth-rate*","polluting-rate*","planting-rate*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","168","400","4","30","0.1","3","0.03","""-480235104""","187","187","187","0","187"
"1","169","400","4","30","0.1","3","0.05","""-1175182458""","-465","-465","-465","0","-465"
"1","170","400","4","30","0.1","3","0.05","""1263978885""","-31","-31","-31","0","-31"
"1","171","400","4","30","0.1","3","0.05","""-231571513""","-85","-85","-85","0","-85"
"1","172","400","4","30","0.1","3","0.05","""-870692231""","-33","-33","-33","0","-33"
"1","173","400","4","30","0.1","3","0.05","""-1777312458""","-191","-191","-191","0","-191"
"1","174","400","4","30","0.1","3","0.05","""1992833430""","-34","-34","-34","0","-34"
"1","175","400","4","30","0.1","3","0.05","""1828910148""","-185","-185","-185","0","-185"
"1","176","400","4","30","0.1","3","0.05","""-1113210439""","-78","-78","-78","0","-78"
"1","177","400","0","30","0.1","3","0.03","""-1007761640""","16","16","16","0","16"
"1","178","400","0","30","0.1","3","0.03","""-1862724183""","330","330","330","0","330"
"1","179","400","0","30","0.1","3","0.03","""1862099825""","492","492","492","0","492"
"1","180","400","0","30","0.1","3","0.03","""2034160734""","-26","-26","-26","0","-26"
"1","181","400","0","30","0.1","3","0.03","""724765494""","40","40","40","0","40"
"1","182","400","0","30","0.1","3","0.03","""-162049545""","178","178","178","0","178"
"1","183","400","0","30","0.1","3","0.03","""-288481208""","64","64","64","0","64"
"1","184","400","0","30","0.1","3","0.03","""-893456776""","408","408","408","0","408"
"1","185","400","9","30","0.1","3","0.07","""-1589600321""","-1122","-1122","-1122","0","-1122"
"1","186","400","9","30","0.1","3","0.07","""-211500465""","-486","-486","-486","0","-486"
"1","187","400","9","30","0.1","3","0.07","""60686785""","-860","-860","-860","0","-860"
"1","188","400","9","30","0.1","3","0.07","""-1468881264""","-35","-35","-35","0","-35"
"1","189","400","9","30","0.1","3","0.07","""-1055149076""","-1940","-1940","-1940","0","-1940"
"1","190","400","9","30","0.1","3","0.07","""-1588737214""","-1880","-1880","-1880","0","-1880"
"1","191","400","9","30","0.1","3","0.07","""-2103028852""","-715","-715","-715","0","-715"
"1","192","400","9","30","0.1","3","0.07","""-73174286""","-32","-32","-32","0","-32"
"1","193","400","17","30","0.1","3","0","""132200319""","0","0","0","0","0"
"1","194","400","17","30","0.1","3","0","""1692716481""","0","0","0","0","0"
"1","195","400","17","30","0.1","3","0","""723556829""","0","0","0","0","0"
"1","196","400","17","30","0.1","3","0","""-2078953417""","0","0","0","0","0"
"1","197","400","17","30","0.1","3","0","""617841625""","0","0","0","0","0"
"1","198","400","17","30","0.1","3","0","""-1882060471""","0","0","0","0","0"
"1","199","400","17","30","0.1","3","0","""-1047462917""","0","0","0","0","0"
"1","200","400","17","30","0.1","3","0","""-1687385619""","0","0","0","0","0"
"1","201","400","10","30","0.1","3","0.02","""-728061135""","975","975","975","0","975"
"1","202","400","10","30","0.1","3","0.02","""-24950754""","-16","-16","-16","0","-16"
"1","203","400","10","30","0.1","3","0.02","""-1813983172""","497","497","497","0","497"
"1","204","400","10","30","0.1","3","0.02","""-1147639165""","1514","1514","1514","0","1514"
"1","205","400","10","30","0.1","3","0.02","""814034193""","345","345","345","0","345"
"1","206","400","10","30","0.1","3","0.02","""111731075""","645","645","645","0","645"
"1","207","400","10","30","0.1","3","0.02","""2125396763""","864","864","864","0","864"
"1","208","400","10","30","0.1","3","0.02","""-954787459""","716","716","716","0","716"
"1","209","400","14","30","0.1","3","0.02","""709807732""","707","707","707","0","707"
"1","210","400","14","30","0.1","3","0.02","""307186202""","665","665","665","0","665"
"1","211","400","14","30","0.1","3","0.02","""-895887299""","1258","1258","1258","0","1258"
"1","212","400","14","30","0.1","3","0.02","""-1278064956""","-23","-23","-23","0","-23"
"1","213","400","14","30","0.1","3","0.02","""858465102""","5116","5116","5116","0","5116"
"1","214","400","14","30","0.1","3","0.02","""1468647377""","648","648","648","0","648"
"1","215","400","14","30","0.1","3","0.02","""-409422640""","1629","1629","1629","0","1629"
"1","216","400","14","30","0.1","3","0.02","""-1396264297""","3175","3175","3175","0","3175"
"1","217","400","0","30","0.1","3","0.07","""-618517361""","-90","-90","-90","0","-90"
"1","218","400","0","30","0.1","3","0.07","""660629860""","-425","-425","-425","0","-425"
"1","219","400","0","30","0.1","3","0.07","""1764882968""","-76","-76","-76","0","-76"
"1","220","400","0","30","0.1","3","0.07","""-1788526449""","-608","-608","-608","0","-608"
"1","221","400","0","30","0.1","3","0.07","""1712032565""","-111","-111","-111","0","-111"
"1","222","400","0","30","0.1","3","0.07","""-929315699""","-850","-850","-850","0","-850"
"1","223","400","0","30","0.1","3","0.07","""1253873781""","-327","-327","-327","0","-327"
"1","224","400","0","30","0.1","3","0.07","""337624586""","-458","-458","-458","0","-458"
"1","225","400","8","30","0.1","3","0.02","""655706781""","2574","2574","2574","0","2574"
"1","226","400","8","30","0.1","3","0.02","""107929279""","-15","-15","-15","0","-15"
"1","227","400","8","30","0.1","3","0.02","""-554446369""","-36","-36","-36","0","-36"
"1","228","400","8","30","0.1","3","0.02","""1099889210""","129","129","129","0","129"
"1","229","400","8","30","0.1","3","0.02","""302196104""","-13","-13","-13","0","-13"
"1","230","400","8","30","0.1","3","0.02","""681198742""","103","103","103","0","103"
"1","231","400","8","30","0.1","3","0.02","""839568374""","-25","-25","-25","0","-25"
"1","232","400","8","30","0.1","3","0.02","""1765239119""","-11","-11","-11","0","-11"
"1","233","400","5","30","0.1","3","0.09","""-1863370431""","-407","-407","-407","0","-407"
"1","234","400","5","30","0.1","3","0.09","""-568807715""","-1283","-1283","-1283","0","-1283"
"1","235","400","5","30","0.1","3","0.09","""1247139963""","-358","-358","-358","0","-358"
